0.0 , 18.55 , 15.15 , -7.9 , 67.0 , 9.2 , 26.11 , 22.78 , -7.56 , -7.63
1.0 , 12.05 , 6.55 , -8.6 , 60.0 , 5.6 , 24.44 , 22.22 , -12.39 , -15.67
2.0 , 14.85 , 8.75 , -9.4 , 58.0 , 2.2 , 25.56 , 21.67 , -10.71 , -12.92
3.0 , 12.95 , 7.55 , -6.2 , 62.0 , 5.4 , 27.22 , 22.22 , -14.27 , -14.67
4.0 , 13.65 , 8.85 , -6.4 , 64.0 , 8.6 , 27.22 , 22.78 , -13.57 , -13.93
5.0 , 11.65 , 9.05 , -5.0 , 80.0 , 7.7 , 27.22 , 23.89 , -15.57 , -14.84
6.0 , 14.75 , 8.35 , -8.4 , 55.0 , 5.6 , 24.44 , 21.67 , -9.69 , -13.32
7.0 , 15.95 , 10.55 , -8.3 , 60.0 , 5.0 , 23.89 , 22.22 , -7.94 , -11.67
8.0 , 18.35 , 14.65 , -8.4 , 73.0 , 10.0 , 27.78 , 23.89 , -9.43 , -9.24
9.0 , 18.85 , 16.15 , -7.3 , 80.0 , 5.5 , 27.78 , 23.33 , -8.93 , -7.18
10.0 , 21.05 , 17.65 , -8.4 , 75.0 , 7.2 , 27.78 , 23.89 , -6.73 , -6.24
11.0 , 17.75 , 15.95 , -4.7 , 80.0 , 5.4 , 27.78 , 23.89 , -10.03 , -7.94
12.0 , 16.65 , 12.15 , -8.0 , 70.0 , 11.1 , 26.67 , 22.78 , -10.02 , -10.63
13.0 , 16.95 , 10.95 , -5.9 , 50.0 , 3.5 , 27.22 , 22.78 , -10.27 , -11.83
14.0 , 18.85 , 17.95 , -4.0 , 86.0 , 9.0 , 24.44 , 21.67 , -5.59 , -3.72
15.0 , 21.35 , 14.65 , -10.5 , 53.0 , 10.9 , 28.33 , 22.78 , -6.98 , -8.13
16.0 , 18.45 , 14.55 , -7.5 , 71.0 , 6.3 , 28.89 , 23.33 , -10.44 , -8.78
17.0 , 15.75 , 8.75 , -8.2 , 54.0 , 7.5 , 28.89 , 23.33 , -13.14 , -14.58
18.0 , 17.25 , 9.85 , -7.9 , 45.0 , 4.3 , 28.89 , 23.89 , -11.64 , -14.04
19.0 , 21.25 , 16.55 , -8.1 , 66.0 , 6.1 , 28.33 , 23.89 , -7.08 , -7.34
20.0 , 23.95 , 19.35 , -7.6 , 70.0 , 14.9 , 26.67 , 21.11 , -2.72 , -1.76
21.0 , 21.75 , 18.75 , -4.5 , 73.0 , 7.0 , 28.33 , 22.78 , -6.58 , -4.03
22.0 , 23.85 , 20.25 , -6.1 , 69.0 , 16.3 , 28.33 , 23.33 , -4.48 , -3.08
23.0 , 23.55 , 20.35 , -7.9 , 71.0 , 12.2 , 28.33 , 22.78 , -4.78 , -2.43
24.0 , 24.05 , 20.75 , -7.7 , 70.0 , 6.5 , 28.33 , 23.33 , -4.28 , -2.58
25.0 , 23.35 , 20.55 , -8.0 , 75.0 , 2.5 , 27.78 , 22.22 , -4.43 , -1.67
26.0 , 22.75 , 18.85 , -9.9 , 67.0 , 9.7 , 28.33 , 22.22 , -5.58 , -3.37
27.0 , 18.95 , 16.55 , -8.6 , 84.0 , 9.0 , 27.78 , 22.78 , -8.83 , -6.23
28.0 , 17.65 , 13.65 , -8.4 , 76.0 , 12.3 , 28.33 , 22.78 , -10.68 , -9.13
29.0 , 18.95 , 10.35 , -8.0 , 40.0 , 12.2 , 27.22 , 22.78 , -8.27 , -12.43
30.0 , 19.25 , 12.65 , -8.8 , 56.0 , 12.8 , 26.67 , 22.78 , -7.42 , -10.13
