0.0 , 26.35 , 22.55 , -8.3 , 79.0 , 6.1 , 9.44 , 3.33 , 16.91 , 19.22
1.0 , 26.55 , 23.05 , -8.5 , 78.0 , 5.0 , 11.67 , 2.78 , 14.88 , 20.27
2.0 , 26.55 , 23.05 , -8.3 , 78.0 , 3.0 , 10.56 , 7.22 , 15.99 , 15.83
3.0 , 26.85 , 23.05 , -9.0 , 77.0 , 6.1 , 12.78 , 5.56 , 14.07 , 17.49
4.0 , 26.05 , 22.45 , -8.9 , 83.0 , 8.0 , 8.33 , 6.67 , 17.72 , 15.78
5.0 , 25.65 , 21.25 , -8.3 , 78.0 , 14.0 , 9.44 , 5.56 , 16.21 , 15.69
6.0 , 27.15 , 22.75 , -9.3 , 70.0 , 9.3 , 11.11 , 5.0 , 16.04 , 17.75
7.0 , 27.05 , 22.75 , -9.9 , 74.0 , 7.4 , 11.11 , 5.0 , 15.94 , 17.75
8.0 , 26.95 , 22.75 , -9.6 , 69.0 , 8.0 , 7.78 , 3.89 , 19.17 , 18.86
9.0 , 26.75 , 22.55 , -8.5 , 68.0 , 5.4 , 8.89 , 3.33 , 17.86 , 19.22
10.0 , 28.35 , 22.35 , -9.0 , 61.0 , 2.5 , 9.44 , 3.89 , 18.91 , 18.46
11.0 , 29.35 , 23.15 , -10.1 , 62.0 , 3.1 , 11.11 , 4.44 , 18.24 , 18.71
12.0 , 28.95 , 23.35 , -8.6 , 63.0 , 6.8 , 12.78 , 6.11 , 16.17 , 17.24
13.0 , 29.75 , 23.45 , -10.8 , 63.0 , 4.1 , 13.33 , 7.22 , 16.42 , 16.23
14.0 , 28.15 , 23.15 , -9.8 , 74.0 , 4.6 , 11.67 , 6.67 , 16.48 , 16.48
15.0 , 27.95 , 22.95 , -8.5 , 70.0 , 4.6 , 10.0 , 8.33 , 17.95 , 14.62
16.0 , 27.95 , 23.25 , -8.5 , 71.0 , 5.4 , 10.56 , 8.89 , 17.39 , 14.36
17.0 , 28.35 , 23.35 , -9.8 , 76.0 , 8.3 , 8.89 , 7.22 , 19.46 , 16.13
18.0 , 28.35 , 23.55 , -10.1 , 74.0 , 3.8 , 15.0 , 9.44 , 13.35 , 14.11
19.0 , 28.45 , 22.85 , -11.2 , 73.0 , 4.2 , 12.22 , 7.22 , 16.23 , 15.63
20.0 , 27.85 , 22.05 , -10.9 , 75.0 , 4.9 , 10.0 , 7.22 , 17.85 , 14.83
21.0 , 27.85 , 21.85 , -10.6 , 76.0 , 4.0 , 9.44 , 6.67 , 18.41 , 15.18
22.0 , 28.45 , 22.55 , -9.9 , 69.0 , 3.8 , 10.0 , 7.22 , 18.45 , 15.33
23.0 , 28.45 , 23.15 , -9.6 , 71.0 , 3.7 , 11.67 , 7.22 , 16.78 , 15.93
24.0 , 28.55 , 23.15 , -9.7 , 68.0 , 2.5 , 11.67 , 7.22 , 16.88 , 15.93
25.0 , 28.65 , 23.15 , -9.6 , 70.0 , 3.5 , 7.78 , 6.67 , 20.87 , 16.48
26.0 , 28.65 , 24.25 , -8.7 , 71.0 , 4.9 , 7.78 , 6.11 , 20.87 , 18.14
27.0 , 29.85 , 24.45 , -10.1 , 66.0 , 5.7 , 9.44 , 6.11 , 20.41 , 18.34
28.0 , 28.85 , 23.55 , -10.5 , 73.0 , 9.0 , 11.11 , 8.33 , 17.74 , 15.22
29.0 , 28.85 , 22.55 , -11.3 , 69.0 , 4.0 , 8.89 , 7.78 , 19.96 , 14.77
30.0 , 28.35 , 20.85 , -11.5 , 57.0 , 5.0 , 11.11 , 8.89 , 17.24 , 11.96
31.0 , 28.05 , 21.65 , -10.5 , 68.0 , 4.8 , 8.89 , 6.11 , 19.16 , 15.54
32.0 , 25.55 , 23.05 , -8.5 , 85.0 , 14.7 , 11.11 , 8.33 , 14.44 , 14.72
33.0 , 25.25 , 22.45 , -8.6 , 84.0 , 13.8 , 10.56 , 7.78 , 14.69 , 14.67
34.0 , 26.15 , 23.05 , -9.1 , 77.0 , 8.9 , 11.11 , 6.67 , 15.04 , 16.38
35.0 , 27.45 , 22.95 , -10.0 , 75.0 , 7.6 , 11.11 , 8.33 , 16.34 , 14.62
36.0 , 27.15 , 23.65 , -9.1 , 74.0 , 4.5 , 8.89 , 7.78 , 18.26 , 15.87
37.0 , 27.75 , 23.75 , -9.2 , 71.0 , 4.7 , 7.78 , 6.67 , 19.97 , 17.08
38.0 , 27.95 , 23.35 , -9.1 , 69.0 , 2.5 , 10.56 , 6.67 , 17.39 , 16.68
39.0 , 28.25 , 23.45 , -9.1 , 70.0 , 4.1 , 13.33 , 8.33 , 14.92 , 15.12
40.0 , 27.85 , 23.45 , -8.8 , 73.0 , 3.9 , 12.22 , 10.56 , 15.63 , 12.89
41.0 , 28.15 , 23.15 , -10.0 , 75.0 , 2.1 , 13.89 , 11.11 , 14.26 , 12.04
42.0 , 25.45 , 21.75 , -8.3 , 71.0 , 5.2 , 15.56 , 12.22 , 9.89 , 9.53
43.0 , 27.85 , 23.35 , -9.7 , 76.0 , 5.9 , 15.0 , 11.11 , 12.85 , 12.24
44.0 , 28.05 , 23.35 , -10.6 , 73.0 , 9.6 , 11.11 , 8.33 , 16.94 , 15.02
45.0 , 28.45 , 23.65 , -10.3 , 74.0 , 9.0 , 11.11 , 9.44 , 17.34 , 14.21
46.0 , 28.45 , 22.85 , -11.1 , 67.0 , 6.2 , 12.78 , 11.11 , 15.67 , 11.74
47.0 , 28.35 , 22.45 , -9.5 , 63.0 , 5.8 , 12.78 , 11.11 , 15.57 , 11.34
48.0 , 27.95 , 22.95 , -9.8 , 77.0 , 7.7 , 13.89 , 11.67 , 14.06 , 11.28
